critics_reviews_count,description,developer,genre,genre_tags,link,maturity_rating,metascore,platform,publisher,release_date,title,user_reviews_count,user_score 
38,Velocity 2X features puzzle-platforming action alongside top-down shoot-'em-up gameplay.,FuturLab,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/velocity-2x,E10+,86,PlayStation 4,FuturLab,2014-09-02,Velocity 2X,315,69
7,"The Walking Dead Pinball table playfield is a tour of the most iconic locations from the game, including the St. John’s Dairy Farm, Travelier Motel, Bell Tower, Train & Level Crossing, RV and more. Original lines and award winning voice actors from the game, including Dave Fennoy and Melissa Hutchison.",Zen Studios,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/zen-pinball-2-the-walking-dead,E10+,83,PlayStation 4,Zen Studios,2014-08-26,ZEN Pinball 2: The Walking Dead,19,60
13,"KickBeat offers players several innovative ways to interact with music. The game combines beat-matching mechanics with an acrobatic style of martial arts, turning every song into a raucous battle. The game also features a music analyzer that allows players to create new tracks from their own music libraries.",Zen Studios,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/kickbeat-special-edition,T,60,PlayStation 4,Zen Studios,2014-09-16,KickBeat: Special Edition,11,38
15,Flockers is a modern day take on the classic A to B puzzle genre with a generous helping of dark humour for good measure.,Team 17,PlayStation 4 Action Games,Puzzle,http://www.metacritic.com/game/playstation-4/flockers,T,61,PlayStation 4,Team 17,2014-09-23,Flockers,11,45
31,"TowerFall is an archery combat platformer for up to 4 players. It's a local party game centering around hilarious, intense versus matches. The core mechanics are simple and accessible, but combat is fast and fierce. It's best played competitively with friends, cross-legged on the floor within punching distance of each other.",Matt Thorson,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/towerfall-ascension,E10+,87,PlayStation 4,Matt Makes Games Inc.,2014-03-11,TowerFall Ascension,430,70
18,"An old school shoot'em up with a modern twist. Futuridium EP offers fast paced, non stop, hard as hell action, with an original 45 minutes soundtrack and colourful, glitchy graphic.",MixedBag Srl,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/futuridium-ep-deluxe,E,73,PlayStation 4,MixedBag Srl,2014-09-30,Futuridium EP Deluxe,38,56
12,"Zen Pinball 2 is full of exciting Wii U GamePad features such as controlling the plunger on the touch screen, rotating camera views, accessing information via the dot matrix, and Free View control by tilting the Wii U GamePad. Additional features include:",Zen Studios,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/zen-pinball-2,E10+,82,PlayStation 4,Zen Studios,2013-12-24,ZEN Pinball 2,89,69
16,"There are several differences and new features in this PS4 version. In this version the textures of the game are more compressed, so you can see that the game’s graphics are clearer and more detailed than before. You will also see that there is no loading time when you enter or exit a level, which makes the navigation even faster and more enjoyable. Ubisoft has also integrated a new Camera Mode on PS4. By pressing the touchpad of the PS4 joystick, you pause the game and enter this mode, and by moving your fingers on the touchpad, you zoom in and out on the image and drag the image frame; and finally, by pressing the Share button, you can take a photo and share it with everyone. This Camera Mode is a great way to observe in detail all the characters and settings of the game, and a great way of expression to create wacky images with the elements found in the game. On PS4, you can also use the touchpad to scrape the famous Lucky Tickets, then you will really feel like you’re scraping lottery tickets (with the sound of scraping straight from the PS4 joystick). Finally, in this PS4 version, you’ll also find new playable heroes: Assassin Ray (a character inspired by Edward Kenway, the hero of Assassin’s Creed IV: Black Flag), Funky Ray (a delusional character that you can unlock by using Uplay points), and Champion Ray (a character who will be offered to the best players of the community and those who live in this community; this character correspond to the new VIP status, visible in the rankings of online challenges). [Playstation Blog]",Ubisoft Montpellier,PlayStation 4 Action Games,Platformer,http://www.metacritic.com/game/playstation-4/rayman-legends,E10+,90,PlayStation 4,Ubisoft,2014-02-18,Rayman Legends,586,85
16,"This downloadable pinball game features licensed tables from Williams Gottlieb, Bally, and Stern.",Farsight Studios,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/the-pinball-arcade,E10+,82,PlayStation 4,Alliance Digital Media,2013-12-17,The Pinball Arcade,79,68
10,"Chariot is a humoristic physics-based couch co-op platformer in which a brave princess and her suitor carry a funeral wagon through ancient caves,  fending-off swarms of looters while amassing riches, to bury the King's remains in a worthy gold-filled tomb.",Frima Studio,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/chariot,E,76,PlayStation 4,Frima Studio,2014-09-30,Chariot,25,71
16,"Enter the basement, explore dark, sinister arenas and be at one with the insanity. Bomberman inspired mechanics bring party games to the next generation level. Staying alive won't be easy. The only way to survive is to become death itself, crushing all opponents. Fight with, or against your friends in a intensive, packed with action online and offline game modes. And remember, because of the horror-based graphics and themes, it's best if you don't play this game alone in the dark. You never know what might be hiding behind you.",Bloober Team,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/basement-crawl,T,27,PlayStation 4,Bloober Team,2014-02-25,Basement Crawl,65,27
8,"The stretchy blue blob is all set to go digital in high resolution by way of the critically acclaimed Putty Squad videogame. Cited by many gaming publications as one of the best games of its time, Putty Squad follows the story of unlikely hero Putty in an old-skool platform-adventuring quest for his kidnapped friends.",System 3,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/putty-squad,E10+,38,PlayStation 4,Maximum Games,2014-03-11,Putty Squad,53,30
30,"'Dynasty Warriors 8: Xtreme Legends' introduces entirely new levels of fun to the refreshing gameplay vanquishing swarms of enemies with mighty warriors found in 'Dynasty Warrors 8.' In story mode, where you can immerse yourself in the vivid tales of the Romance of the Three Kingdoms, it is now possible to play as the mighty warrior 'Lu Bu,' and embark on a journey that depicts his way of life. Additionally, many new hypothetical scenarios to existing Romance of the Three Kingdoms battles have been added, as well as new playable characters, weapons types, growth/speedrun elements, and more! What's more, a revamped Ambition Mode and completely new Challenge Mode offer whole new ways to enjoy the 'Dynasty Warriors 8' universe.",Omega Force,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/dynasty-warriors-8-xtreme-legends-complete-edition,T,69,PlayStation 4,Tecmo Koei Games,2014-03-25,Dynasty Warriors 8: Xtreme Legends Complete Edition,122,73
18,"The clock has stopped around the turn of the 19th century, and humankind has prematurely blown itself to bits. The remaining scraps are huddling in caves beneath the surface, and steam-powered robots have taken over the Wild West.",Image & Form,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/steamworld-dig,E10+,82,PlayStation 4,Image & Form,2014-03-18,SteamWorld Dig,172,74
25,Craft your arsenal to avenge your fallen comrades and save the world from the fearsome forces of CLAW.,Tribute Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/mercenary-kings,T,70,PlayStation 4,Tribute Games,2014-04-01,Mercenary Kings,229,58
17,Gomez is a 2D man on a voyage of discovery into the mysterious 3rd dimension. Change your perspective and look at the world in a different way.,Polytron Corp.,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/fez,E,90,PlayStation 4,Polytron Corp.,2014-03-25,Fez,498,63
44,"The Amazing Spider-Man, this all-new third-person action-adventure video game builds on the story of the previous game with an alternative take on the events of the upcoming movie, while also giving players an enhanced, free-roaming web-slinging experience through a greatly expanded New York City.",Beenox,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/the-amazing-spider-man-2,T,49,PlayStation 4,Activision,2014-04-29,The Amazing Spider-Man 2,230,53
9,"These four tables are Han Solo, Star Wars: Episode IV â€“ A New Hope, Star Wars Pinball: Droids, and Star Wars Pinball: Masters of the Force.",Zen Studios,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/star-wars-pinball-heroes-within,E10+,80,PlayStation 4,Zen Studios,2014-04-29,Star Wars Pinball: Heroes Within,27,53
10,"The gameplay is based on pressing a button at precisely the right moment. The King picks up a rock with his tongue and swings it back and forth like a pendulum. The rock is released when you hit X. It’s not just a simple test of timing though: After the first few levels, you’ll need to crush more enemies than you have rocks for. That, in turn, requires careful strategy and anticipation of how the chain reactions will unfold. We’ve tuned the physics model to pretty extreme accuracy, so relying solely on luck won’t work. [Playstation.com]","10tons Ltd, 10tons",PlayStation 4 Action Games,Miscellaneous,http://www.metacritic.com/game/playstation-4/king-oddball,E10+,64,PlayStation 4,10tons Ltd,2014-04-08,King Oddball,24,46
12,"Meet Ray, he lives in a world where everything is made out of paper and stickers. One day he has an accident and wakes up with a giant pink spaghetti arm sticking out of his brain. This gives him awesome powers and he can suddenly change the world around him by folding it, tearing it, pulling stickers off and sticking them elsewhere! And if that weren't enough, Ray can also read peoples minds! Digging into the brains of his fellow citizens, Ray can hear their thoughts and use that to his advantage. Unfortunately, Ray doesn't have much time to get to grips with his new abilities. He is framed by 'The Man' with a crime he didn't commit, and is on the run. Can you help to get Ray out of this sticky situation?",Zoink!,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/stick-it-to-the-man!,T,75,PlayStation 4,Ripstone,2014-05-06,Stick it to the Man!,231,67
4,"As the last surviving tank commander on Earth, single-handedly turn back the evil invading alien army, drive back the Titans across the Solar System, and defeat them on their homeworld...",Puppy Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/titan-attacks!,E,74,PlayStation 4,Curve Studios,2014-05-06,Titan Attacks!,54,62
7,Sparkle 2 is a match-three puzzle game set in a mysterious world of magic and wonder.,"10tons Ltd, 10tons",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/sparkle-2,E,66,PlayStation 4,10tons Ltd,2014-05-20,Sparkle 2,21,57
15,Game Features:,Pyramid,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/dariusburst-chronicle-saviours,E,80,PlayStation 4,Degica,2015-12-02,Dariusburst: Chronicle Saviours,21,78
14,"Nuclear Throne is a post-apocalyptic roguelike-like top-down shooter. Not 'the final hope of humanity' post-apocalyptic, but 'humanity is extinct and mutants and monsters now roam the world' post-apocalyptic. Fight your way through the wastelands with powerful weaponry, collecting radiation to mutate some new limbs and abilities.",Vlambeer,PlayStation 4 Action Games,General,http://www.metacritic.com/game/playstation-4/nuclear-throne,E10+,82,PlayStation 4,Vlambeer,2015-12-05,Nuclear Throne,39,62
6,CHIVALRY: Medieval Warfare is a first-person medieval combat game that seeks to deliver the intensity of epic hollywood medieval block busters to the hands of a gamer. CHIVALRY hurls the player into a fictional yet realistic medieval world where the Agathian Knights are battling against the newly formed Mason Order for control of the lands of Agatha.,"Torn Banner Studios, Hardsuit Labs",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/chivalry-medieval-warfare,M,58,PlayStation 4,Activision,2015-12-01,Chivalry: Medieval Warfare,27,52
5,"It is an era of Kung Fu heroes, warriors, and most significant of all, Legendary Legends. Fight alongside Po, Tigress, Monkey, Tai Lung, Master Shifu, and all of your familiar Kung Fu Panda characters to compete in the Showdown of Legendary Legends. Up to 4 players brawl in iconic locations throughout the Valley of Peace and beyond. Compete in an epic Tournament in which all Kung Fu warriors contend for honor and glory.",Vicious Cycle,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/kung-fu-panda-showdown-of-legendary-legends,E10+,63,PlayStation 4,Little Orbit,2015-12-01,Kung Fu Panda: Showdown of Legendary Legends,13,61
4,"Organic Panic is a physics-based puzzle-platformer that pits the main food groups against each other in a chaotically fun and lighthearted battle royale extravaganza! What brings all the madness together is the incredible D.A.F.T. (Destructible and Fluid Technology) Engine. Anything goes, because nearly every environmental element (characters, platforms, enemies, weapons, etc.) can be controlled and manipulated in some clever way.",Last Limb Games,PlayStation 4 Action Games,Puzzle,http://www.metacritic.com/game/playstation-4/organic-panic,E10+,75,PlayStation 4,Last Limb Games,2016-03-29,Organic Panic,NA,NA
26,"Not A Hero is a 2D, cover-based, side-scrolling shooter about a purple rabbit from the future.",roll7,PlayStation 4 Action Games,General,http://www.metacritic.com/game/playstation-4/not-a-hero,M,74,PlayStation 4,Devolver Digital,2016-02-02,Not a Hero,45,64
8,"Lovers in a Dangerous Spacetime is a frantic 1- or 2-player couch co-op action space shooter set in a massive neon battleship. Only through teamwork can you triumph over the evil forces of Anti-Love, rescue kidnapped space-bunnies, and avoid a vacuumy demise. Deep space is a dangerous place, but you don't have to face it alone.",Asteroid Base,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/lovers-in-a-dangerous-spacetime,E10+,82,PlayStation 4,Asteroid Base,2016-02-09,Lovers in a Dangerous Spacetime,27,67
9,"Score Rush Extended is a widescreen bullet-hell dual-stick shmup — a 4-player overhead-scrolling 2D shooter chock full of power-ups, enemies, and bosses. The Playstation 4 version features updated gameplay and new artwork and features Dual Play (control 2 fighters as once) and Boss Rush modes. [Xona Games]",Xona Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/score-rush-extended,E,80,PlayStation 4,Xona Games,2016-05-31,Score Rush Extended,22,76
43,"A tactical action title based on the epic novel, manga, and anime IP The Heroic Legend of Arslan. It recounts the story of the young crown prince of Pars, Arslan, as he is forced out of his kingdom when his father, the King, is betrayed and defeated and his domain conquered. Arslan and his few companions need to re-assemble an army and fight against overwhelming odds to regain his throne and liberate his kingdom.",Omega Force,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/arslan-the-warriors-of-legend,T,69,PlayStation 4,Koei Tecmo Games,2016-02-09,Arslan: The Warriors of Legend,26,68
6,Shadow Blade is an action platformer set in a world where the ancient teachings of ninjas and samurai clash upon a modern landscape.,Dead Mage,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/shadow-blade-reload,T,63,PlayStation 4,Dead Mage,2016-05-31,Shadow Blade: Reload,7,69
45,"Embark with the Straw Hat Crew and collect your bounty in this anime fighter. Use Devil Fruit abilities, Haki techniques, and punishing combos to turn the tide in the ultimate One Piece battle royale. Step into the New World with over the top head to head combat featuring all the action, drama and comedy of this infamous pirate saga.",Spike Chunsoft,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/one-piece-burning-blood,T,66,PlayStation 4,Bandai Namco Games,2016-05-31,One Piece: Burning Blood,63,75
21,"After years of experiments and iterations, the team behind the critically acclaimed, violently beautiful time-bending shooter SUPERHOT is ready to unveil it’s newest creation. SUPERHOT VR is a title reimagined and redesigned from the ground up for VR and hand tracking controllers.",SUPERHOT,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/superhot-vr,T,76,PlayStation 4,SUPERHOT,2017-07-21,SUPERHOT VR,25,70
13,Neon Chrome is a cyberpunk top-down shooter with a myriad of roguelite twists. Your mission is to stop the Overseer oppressing the people living in the gigantic arcology. [Playstation.com],"10tons Entertainment, 10tons",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/neon-chrome,T,63,PlayStation 4,10tons Entertainment,2016-05-31,Neon Chrome,19,69
5,"Shoot, explode, and explore in this frenzied top down arcade blaster with a modern twist. Become a supreme warrior or co-op with up to three friends to rid the universe of a ruthless intergalactic robot army.",Triverske,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/circuit-breakers,E10+,55,PlayStation 4,Merge Games,2017-07-25,Circuit Breakers,NA,NA
14,"SUPERHOT is the first person shooter where time moves only when you move. No regenerating health bars. No conveniently placed ammo drops. It's just you, outnumbered and outgunned, grabbing the weapons of fallen enemies to shoot, slice, and maneuver through a hurricane of slow-motion bullets.",SUPERHOT,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/superhot,T,83,PlayStation 4,SUPERHOT,2017-07-21,SUPERHOT,16,71
39,Return to the cities of Rapture and Columbia and experience the BioShock franchise like never before. BioShock: The Collection retells the epic journeys of the BioShock universe remastered for PS4.,2K Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/bioshock-the-collection,M,84,PlayStation 4,2K Games,2016-09-13,BioShock: The Collection,305,86
26,"The world famous mobile suit Gundam series and notorious head-to-head smash hit series, Gundam Versus, is coming for the first time for home console, this time built from the ground up exclusively for the PlayStation 4 system. Battle in explosive online two-versus-two and three-versusthree team battles in this all-new title built from the ground up for the PlayStation 4 system. Each playable Mobile Suit comes equipped with its own weapons systems to learn and master.",Bandai Namco Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/gundam-versus,T,69,PlayStation 4,Bandai Namco Games,2017-09-29,Gundam Versus,32,67
15,"Pixel Gear is a pixel style VR shoot-em-up with a variety of humorous cartoon monsters and ghosts as enemies. Utlize your skills and weapons to defeat them, gain energy, and apply your skills wisely to slow down time and load up infinite bullets. Observe the environment carefully. And keep on shooting in the pixel battlefield. [Playstation.com]",Geronimo Interactive,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/pixel-gear,E10+,51,PlayStation 4,Oasis Games,2016-10-20,Pixel Gear,12,43
6,"Lethal League is a competitive projectile fighting game where the goal is to launch a ball into the face of your opponent. Lethal League first gained notoriety when it was featured as the grand final ‘Mystery Game’ on UFGT9. It quickly became clear that the extreme nature of the game, mixed with the stylized street visuals and chip-hop music hit a sweet spot with the crowd.",Reptile,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/lethal-league,E10+,66,PlayStation 4,Reptile,2017-05-09,Lethal League,NA,NA
4,"Demon’s Crystals is a frenetic twin stick shooter where you guide the Urican demons through countless hazards in order to restore peace to the world. The Urican have always been at the top of the food pyramid, but one day three mysterious beings arrived causing the once peaceful inhabitants of the world to become aggressive and destructive. [Playstation.com]",Badland Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/demons-crystals,NA,61,PlayStation 4,Badland Games,2017-05-12,Demon's Crystals,NA,NA
9,Chaos Code -New Sign of Catastrophe- is a simple 2D fighter in which players can enjoy the thrill of fighting with flashy moves. Choose from 16 unique characters and fight in ranked matches to earn the top spot. [Playstation.com],FK Digital,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/chaos-code-new-sign-of-catastrophe,T,66,PlayStation 4,Arc System Works,2017-03-15,Chaos Code: New Sign of Catastrophe,NA,NA
19,"Rive is a metal-wrecking, robot-hacking shooter. This 360-degree shooter/platformer hybrid lets you choreograph a dance of destruction during an insane sequence of spectacular battles and set pieces. Rive feels like the explosive games of yore, pumping megapixels in true 21st century style. [Playstation.com]",Two Tribes,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/rive,E10+,75,PlayStation 4,Two Tribes,2016-09-13,RIVE,16,72
4,NeuroVoider is a twin-stick shooter RPG set in a futuristic world about brains shooting evil robots with nuclear rocket launchers. Boost your character with the smoking remains of your victims and defeat the master NeuroVoider to end this eternal war. [Playstation.com],Flying Oak Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/neurovoider,E,74,PlayStation 4,Plug In Digital,2017-03-15,NeuroVoider,NA,NA
22,"Momodora: Reverie Under the Moonlight explores a cursed land in decline. Evil spreads, the dead rise, and corruption reigns. Hope is but a faded memory for all but one, a priestess named Kaho from the village of Lun. An audience with her majesty, the queen, would surely save the land--but time is short and each night darker than the last.",Bombservice,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/momodora-reverie-under-the-moonlight,T,76,PlayStation 4,Playism,2017-03-16,Momodora: Reverie Under the Moonlight,21,72
6,"At a certain rental bookstore in Gensokyo... Like any other day, Kosuzu Motoori tended to the store until one book caught her eye. Although she was quite knowledgeable about magical books, she had never seen anything like it. After making sure no one was around, she stroked the cover with her finger.",Aqua Style,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/touhou-double-focus,T,60,PlayStation 4,NIS America,2017-03-21,Touhou Double Focus,4,63
8,"It’s 8:08 AM on August 8, 1988, and the evil Dr. H8 has brought the world to the brink of total annihilation. His demands are simple: pay $88 octillion within 88 minutes, or Dr. H8’s 88 thermo-nuclear warheads will wipe out the Earth! But who will save us in our time of need? The bravest? The boldest? No… the 88 Heroes.","Rising Star Games, Bitmap Bureau",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/88-heroes,E10+,72,PlayStation 4,Rising Star Games,2017-03-24,88 Heroes,5,58
5,"Anoxemia is a story-driven exploration game that puts you in control of the scientist Dr. Bailey and his operations drone, ATMA. Search the ocean floor as you discover and extract samples from the bowels of the underwater caves.","BSK Games, Badland Games",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/anoxemia,M,60,PlayStation 4,Badland Games,2017-03-28,Anoxemia,5,38
32,"As Noodle the snake, slither, wriggle, curl, coil, and climb your way to the top of Haven Tor in this one-of-a-kind puzzle adventure from award winning independent studio Sumo Digital.",Sumo Digital,PlayStation 4 Action Games,Action Adventure,http://www.metacritic.com/game/playstation-4/snake-pass,E,69,PlayStation 4,Sumo Digital,2017-03-28,Snake Pass,41,66
18,"Assume the role of a nomadic slugcat, both predator and prey in a broken ecosystem. Grab your spear and brave the industrial wastes, hunting enough food to survive, but be wary— other, bigger creatures have the same plan... and slugcats look delicious.",Videocult,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/rain-world,E10+,59,PlayStation 4,Adult Swim,2017-03-28,Rain World,23,73
4,A classically-styled 2D side scrolling action game packed with adventure.,Studio Pixel,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/kero-blaster,E,79,PlayStation 4,Playism,2017-04-11,Kero Blaster,NA,NA
34,"Parappa returns to win over another generation of fans with all new PSP exclusive features. Players can once again join Parappa in his quest to win the heart of Sunny Funny and learn from their favorite Rap Masters like- Chop Chop Master Onion, Instructor Mooselini, and Cheap Cheap The Cooking Chicken. Complete with all the music and addictive gameplay that made it an instant classic, Parappa the Rapper is sure to please fans both old and new. Play all the songs and funky characters from the original game.","NanaOn-Sha, Sony Interactive Entertainment",PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/parappa-the-rapper-remastered,E,61,PlayStation 4,Sony Interactive Entertainment,2017-04-04,PaRappa the Rapper Remastered,55,51
43,"Step into the boots of Grayson Hunt after a crash landing on an abandoned resort planet forces him to make a hard choice: survival or revenge. An exiled member of the elite assassin group Dead Echo, Graysons blind desire for vengeance finds his crew stranded on Stygia where he can finally confront the commander behind his betrayalor get his team off the planet alive.",People Can Fly,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/bulletstorm-full-clip-edition,M,75,PlayStation 4,Epic Games,2017-04-07,Bulletstorm: Full Clip Edition,52,71
7,"Independent two-man studio Mad Fellows brings you Aaero, a game that synthesizes high-speed sci-fi shooting action with immersive music elements to deliver an amazing audio-visual experience.",Mad Fellows Ltd,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/aaero,E10+,76,PlayStation 4,Mad Fellows Ltd,2017-04-11,Aaero,6,48
23,StarBlood Arena is a futuristic flight combat shooter developed for use with the PlayStation®VR headset. Players navigate battle pods in 360-degrees-of-freedom through underground arenas in close-quarters competitive and co-op multiplayer gameplay for 2 to 8 players.,WhiteMoon Dreams,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/starblood-arena,T,68,PlayStation 4,Sony Interactive Entertainment,2017-04-11,Starblood Arena,27,74
53,"Yooka-Laylee is an all-new 3D platformer from the creative talent behind the Banjo-Kazooie and Donkey Kong Country games. Our new heroes, Yooka (the green bloke with no pants) and Laylee (the wisecracking lady-bat with the big nose) were conceptualised from the ground up for stellar platforming gameplay, created by the same character artist behind the rebooted Donkey Kong family and legendary N64 heroes Banjo and Kazooie. Using an arsenal of special moves like Yookas tongue grapple and Laylees tactical sonar blast, players will explore  and expand  gorgeous 3D worlds drawn up by esteemed environment artist Steven Hurst (Banjo-Kazooie series, Viva Pinata) and through skill discover the plethora of delicious collectibles hidden within.",Playtonic Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/yooka-laylee,E10+,68,PlayStation 4,Team 17,2017-04-11,Yooka-Laylee,199,60
4,"Rolling Bob is an Action game, developed and published by MOONFACTORY SC.",MOONFACTORY SC,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/rolling-bob,NA,58,PlayStation 4,MOONFACTORY SC,2017-04-13,Rolling Bob,5,58
4,"Continuum, the second DLC map pack for Infinite Warfare, delivers four new epic multiplayer maps and a funky Zombies co-op experience, Shaolin Shuffle, set in the mean, seedy streets of 1970s New York City.",Infinity Ward,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/call-of-duty-infinite-warfare---continuum,NA,75,PlayStation 4,Activision,2017-04-18,Call of Duty: Infinite Warfare - Continuum,11,25
8,"Prepare for an epic battle Deformers is a fast and frantic multiplayer combat arena game. Smash up your friends in couch co-op, or team up and fight against others online.",Ready at Dawn,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/de-formers,E10+,60,PlayStation 4,GameTrust,2017-04-21,De-formers,10,30
5,Dive into a story-driven sci-fi shooter that pushes your PS VR hardware to its limits. Blow your enemies to pieces in frenetic shooter action. Leave a trail of destruction as you turn each of the highly detailed levels into a virtual scrapyard.,MY.COM,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/vr-invaders-complete-edition,E10+,68,PlayStation 4,MY.COM,2017-04-18,VR Invaders: Complete Edition,5,62
14,"Live the life of space captain Flinthook. Armed with your mighty hookshot, your uncanny slow-motion powers, and your trusty blasma pistol, plunder and fight your way through an infinite variety of randomly-assembled spaceships for treasure, loot, and fame.",Tribute Games,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/flinthook,E10+,76,PlayStation 4,Limited Run Games,2017-04-14,Flinthook,13,72
5,"The Deer God is a 3D pixel art adventure that will challenge your beliefs and your platforming skills. It’s a game about survival, reincarnation, and karma, all set in a unique 3D pixelized world.",Cinopt Studios LLC,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/the-deer-god,T,46,PlayStation 4,Crescent Moon Games,2017-04-25,The Deer God,NA,NA
6,TumbleSeed is a roguelike about balancing a seed up a dangerous and ever-changing mountain. Avoid holes and defeat corrupted creatures in this dual-stick action adventure.,Benedict Fritz,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/tumbleseed,E,69,PlayStation 4,aeiowu,2017-05-02,TumbleSeed,4,50
31,"The peaceful world of the LocoRoco are under attack by the not-so-nice Moja Corps! These evil outer space creatures have come to take the LocoRoco from their land of blowing flowers, lively creatures, and pastel scenery. You must move the LocoRoco through more than 40 levels of slippery slopes, teetering platforms, and maze-like passages.",Sony Interactive Entertainment,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/locoroco,E,79,PlayStation 4,Sony Interactive Entertainment,2017-05-09,LocoRoco,27,74
68,"You awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject in an experiment meant to change humanity forever – but things have gone terribly wrong. The space station has been overrun by hostile aliens and you are now being hunted. As you delve into the dark secrets of Talos I and your own past, you have to survive using the tools found on the station, your wits, weapons, and mind-bending abilities. [Bethesda Softworks]",Arkane Studios,PlayStation 4 Action Games,General,http://www.metacritic.com/game/playstation-4/prey,M,79,PlayStation 4,Bethesda Softworks,2017-05-05,Prey,691,77
12,"Super Rude Bear Resurrection is an ultra-tight, masocore platformer that anyone can beat. Every time you die, your previous bodies stack up and you can jump on them, push them around and use them as shields. Each death makes the game slightly easier, but it’s possible to beat the whole game without dying at all. [Playstation.com]",Alex Rose,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/super-rude-bear-resurrection,T,78,PlayStation 4,Alex Rose,2017-05-02,Super Rude Bear Resurrection,4,28
68,"After a 1000 years of peace, the Seven Realms suddenly fall into conflict as if guided by a mysterious and malicious force. Now, you must lead a band of powerful heroes in a quest to defeat evil and save the war-torn world.",Omega Force,PlayStation 4 Action Games,Action,http://www.metacritic.com/game/playstation-4/dragon-quest-heroes-ii,T,76,PlayStation 4,Square Enix,2017-04-25,Dragon Quest Heroes II,49,75
