critics_reviews_count,description,developer,genre,genre_tags,link,maturity_rating,metascore,platform,publisher,release_date,title,user_reviews_count,user_score 
27,"The era is the Stone Age, a time of imminent peril and limitless adventure, when giant mammoths and sabretooth tigers rule the globe, and humanity is at the low end of the food chain. As the last survivor of your hunting group, you will learn to build a deadly arsenal, fight off dangerous predators, and outsmart enemy tribes to conquer the land of Oros and become the Apex Predator. You'll assume the role of Takkar, a seasoned hunter and the last surviving member of your group. You have a single goal: survive in a world where you are the hunted. Grow your tribe and sharpen your skills to lead your people, conquer the land of Oros, and become the apex predator. Encounter a cast of memorable characters who can help push back the dangers of the wild. Face enemy tribes who will do anything to eradicate you and your allies. [Ubisoft]",Ubisoft Montreal,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/far-cry-primal,M,77,Xbox One,Ubisoft,2016-02-23,Far Cry Primal,213,64
18,"SUPERHOT is the first person shooter where time moves only when you move. With its gameplay and unique, stylized graphics SUPERHOT aims to finally add something new and disruptive to the FPS genre. See the bullets crawling towards you as you carefully plan your steps and aim your gun. Enjoy the mayhem that is unleashed as you put that plan into motion. Dodge bullets. Take out your enemies. One step at a time. [SuperHot Team]",SUPERHOT,Xbox One First-Person Games,Modern,http://www.metacritic.com/game/xbox-one/superhot,T,83,Xbox One,SUPERHOT,2016-05-03,SUPERHOT,51,78
12,"Coming to Xbox One, the all-in-one games and entertainment system from Microsoft, PlayStation 4, PC, Mac and Linux in 2015, Homefront: The Revolution throws players into a near future dystopia. Catastrophic events have brought the United States to its knees and enabled the Korean People's Army forces to impose a brutal military occupation. Trapped in this American nightmare, Philadelphia has become a police state, where surveillance drones and armored patrols keep her once-proud citizens at heel, crushing any dissent with totalitarian force.",Deep Silver Dambuster Studios,Xbox One First-Person Games,Modern,http://www.metacritic.com/game/xbox-one/homefront-the-revolution,M,49,Xbox One,Deep Silver,2016-05-17,Homefront: The Revolution,115,44
25,"There is no taking cover or stopping to regenerate health in campaign mode as you beat back Hell’s raging demon hordes. Combine your arsenal of futuristic and iconic guns, upgrades, movement and an advanced melee system to knock-down, slash, stomp, crush, and blow apart demons in creative and violent ways. In multiplayer, dominate your opponents in DOOM’s signature, fast-paced arena-style combat. In both classic and all-new game modes, annihilate your enemies utilizing your personal blend of skill, powerful weapons, vertical movement, and unique power-ups that allow you to play as a demon. DOOM SnapMap is an easy-to-use game and level editor that allows for limitless gameplay experiences on every platform. Anyone can snap together and customize maps, add pre-defined or custom gameplay, and edit game logic to create new modes. Instantly play your creation or make it available to players around the world. [ID/Bethesda]",id Software,Xbox One First-Person Games,Sci-Fi,http://www.metacritic.com/game/xbox-one/doom,M,87,Xbox One,Bethesda Softworks,2016-05-13,DOOM,540,83
18,"Overwatch is a highly stylized team-based shooter set on earth in the near future. Every match is an intense multiplayer showdown pitting a diverse cast of soldiers, mercenaries, scientists, adventurers, and oddities against each other in an epic, globe-spanning conflict.",Blizzard Entertainment,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/overwatch,T,91,Xbox One,Blizzard Entertainment,2016-05-23,Overwatch,764,57
15,"An action-focused and hardcore single-player shooter which embraces the paradigmatic qualities that the genre has it offer. It includes over-the-top destruction, myriads of enemies, weapon variety, a challenging campaign and a cyberpunk setting.",Flying Wild Hog,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/hard-reset-redux,M,67,Xbox One,Gambitious,2016-06-03,Hard Reset Redux,14,61
46,"Through Mirror’s Edge Catalyst, experience the emergence of Faith, a brave Runner who uncovers a hidden truth inside the walls of the city of Glass. Through her journey, Faith explores every corner of the city, from the highest, most pristine skyscrapers, to the dark and dingy tunnels that underlie the city. Players must master the environment, using their momentum and timing their combat to fight the oppressiveness of the ruling elite, uncovering the dark secrets behind the city’s beautiful façade. Mirror’s Edge Catalyst offers players the freedom to explore the expanse of the city, discovering a variety of new activities, like ‘Dash’, races from point A to B, environmental puzzles and story missions to complete at their leisure. [EA]",EA DICE,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/mirrors-edge-catalyst,T,72,Xbox One,Electronic Arts,2016-06-07,Mirror's Edge Catalyst,222,57
17,"It’s an open-world sandbox game to play alone, via splitscreen, or online, that gives you an enormous amount of freedom to choose how to survive in a post-apocalyptic world. You’re dropped into a harsh environment with almost nothing – not even clothes on your back. Through scavenging, crafting, and hunting, you’ll eventually put together the basic items you’ll need to live. You’ll have to deal with cold, heat, hunger and thirst, and there are wild animals that see you as prey. But that’s not the worst, because you’re not alone — the undead wander all around you. Slow and relatively easy to avoid by day, at night they become merciless, fast-moving killers, hungry for your flesh.",The Fun Pimps Entertainment LLC,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/7-days-to-die,M,35,Xbox One,Telltale Games,2016-06-28,7 Days to Die,85,54
5,"You are the protagonist of an unfinished 1st person fantasy game, trapped in development hell. The designers (played by James Urbaniak, Ashly Burch, and Karen Dyer) are god-like, but so indecisive that they've given you no powers whatsoever. With the help of a mysterious disembodied voice (Stephen Russell) you must seize the tools of game development from these unworthy 'gods', uncovering more of the darkly comic story as you go. Rather than traditional puzzles with a single solution, the incomplete state of each environment is a question that you answer in your own way. Trap the designers' creations, steal their behaviors, and re-mix them to explore and master this world-in-progress. Can you out-think the game gods? Can you ship The Magic Circle from inside it?",Question,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/the-magic-circle-gold-edition,M,78,Xbox One,Question,2016-06-29,The Magic Circle: Gold Edition,NA,NA
4,Hawken is a multiplayer mech combat game. The focus is on creating an intense and enjoyable battle experience that captures the feeling of piloting a heavy war machine while keeping the action fast-paced and strategic.,"Reloaded Games Inc., Reloaded Games",Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/hawken,T,73,Xbox One,505 Games,2016-07-01,HAWKEN,11,69
16,"The Turing Test is a challenging first-person puzzle game set on Jupiter’s moon, Europa. Assume the role of Ava Turing, an engineer for the International Space Agency (ISA) sent to discover the cause behind the disappearance of the ground crew stationed there.",Bulkhead Interactive,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/the-turing-test,T,80,Xbox One,Square Enix,2016-08-30,The Turing Test,36,80
4,"Layers of Fear: Inheritance expands the plot from Layers of Fear and tells the story of the painter’s daughter, who comes back to her childhood home to face her past. Can she forgive her father, or will she resent all that has happened? Relive her experiences and witness the full scope of the tragedy that has swallowed up the family.",Bloober Team,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/layers-of-fear-inheritance,M,72,Xbox One,Aspyr,2016-08-02,Layers of Fear: Inheritance,13,72
11,"You wake up, alone, on a strange island full of puzzles that will challenge and surprise you. You don't remember who you are, and you don't remember how you got here, but there's one thing you can do: explore the island in hope of discovering clues, regaining your memory, and somehow finding your way home. The Witness is a single-player game in an open world with dozens of locations to explore and over 500 puzzles. This game respects you as an intelligent player and it treats your time as precious. There's no filler each of those puzzles brings its own new idea into the mix. So, this is a game full of ideas.","Thekla, Inc",Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/the-witness,E,86,Xbox One,"Thekla, Inc",2016-09-13,The Witness,25,71
12,"Dear Esther is a first-person ghost story. Rather than traditional game-play the focus here is on exploration, uncovering the mystery of a lonely island, of who you are and why you are here. Fragments of story are randomly uncovered when exploring the various locations of the island, making every each journey a unique experience.",The Chinese Room,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/dear-esther-landmark-edition,T,68,Xbox One,Curve Digital Games,2016-09-20,Dear Esther: Landmark Edition,11,55
9,"The year is 1989. You are a man named Henry who has retreated from his messy life to work as a fire lookout in the Wyoming wilderness. Perched high atop a mountain, its your job to look for smoke and keep the wilderness safe. An especially hot, dry summer has everyone on edge. Your supervisor Delilah is available to you at all times over a small, handheld radioyour only contact with the world you've left behind. But when something strange draws you out of your lookout tower and into the forest, youll explore a wild and unknown environment, facing questions and making choices that can build or destroy the only meaningful relationship you have.",Campo Santo,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/firewatch,M,85,Xbox One,Panic Inc.,2016-09-21,Firewatch,69,41
13,Virginia is a single-player first-person thriller set in a small town with a secret. Experience a missing person’s investigation through the eyes of graduate FBI agent Anne Tarver.,505 Games,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/virginia,M,80,Xbox One,505 Games,2016-09-22,Virginia,29,64
15,"Hidden in the towering Himalayas lies a country thick with tradition and violence. You assume the role of Ajay Ghale, returning to the country of your birth, the lush forests and harsh snow-capped summits of Kyrat, to fulfill your mother’s final wish of distributing her ashes. This vast and unpredictable country offers visitors opportunity and danger. You summarily find yourself caught up in a rebellion to subvert the oppressive regime of Pagan Min, a figure notorious as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly determined by the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a six-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the gamer to scrap, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley below in a controlled free fall with your wing suit. You’ll carry with you a truly unique arsenal of weaponry that lets you play your way, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your most important allies or your greatest peril, as Kyrat’s wilderness delivers on the promise of a true open world anecdote factory.",Ubisoft Montreal,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/far-cry-4,M,82,Xbox One,Ubisoft,2014-11-18,Far Cry 4,403,75
17,"Return to the cities of Rapture and Columbia and experience the BioShock franchise like never before, remastered in 1080p. BioShock: The Collection contains all single-player content from BioShock, BioShock 2, and BioShock Infinite, all single-player add-on content, the “Columbia’s Finest” pack, and Director’s Commentary: Imagining BioShock, featuring Ken Levine and Shawn Robertson.",2K Games,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/bioshock-the-collection,M,84,Xbox One,2K Games,2016-09-13,BioShock: The Collection,90,85
16,"Destiny: Rise of Iron is the next expansion to the Destiny universe. It features an all new cinematic story campaign set within The Plaguelands, a brand new location on Earth. Under the command of Lord Saladin you will face a new faction of Fallen Devils, the Splicers, while unravelling the mystery of the Iron Lords. Rise of Iron features new weapons, armor, and gear, as well as a new cooperative three-player Strike, a new mode and maps for the Crucible competitive multiplayer, and an all new six-player cooperative Raid. [Activision]",Bungie,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/destiny-rise-of-iron,NA,73,Xbox One,Activision,2016-09-20,Destiny: Rise of Iron,72,33
17,Havoc - The 1st DLC pack for Call of Duty: Advanced Warfare adds four all-new Multiplayer maps are tailor-made to unleash your exoskeleton’s power.,Sledgehammer Games,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/call-of-duty-advanced-warfare---havoc,M,72,Xbox One,Activision,2015-01-27,Call of Duty: Advanced Warfare - Havoc,21,67
27,"Run your crew as detective Nick Mendoza in an episodic crime drama single player campaign or as cops and criminals in rapid Battlefield multi-player. You will be on one side of the thin blue line or the other. Assume control using new tactics to gather intelligence, obtain warrants and takedown with non-lethal force to effectuate the arrests. Take the cash in a new battlefield playground. New maps and gadgets alter the way you play the game. Utilize grappling hooks and zip-lines to scale city buildings and fly across the city with the cheddar. No matter the strategy, teamwork is key to winning the turf war. Sate your need for speed in  new action-packed modes. Hop in exotic muscle cars, sleek crotch rockets or even give your whole crew a lift in transports or armored trucks.",Visceral Games,Xbox One First-Person Games,Modern,http://www.metacritic.com/game/xbox-one/battlefield-hardline,M,71,Xbox One,Electronic Arts,2015-03-17,Battlefield Hardline,303,50
31,"In a savage world of man vs nature, are you the hunter or the hunted? The creators of Left 4 Dead, Turtle Rock Studios, bring you EVOLVE, the next-generation of multiplayer shooters where four hunters face-off against a single, player-controlled monster. Stalk your prey, execute your attack and prove you are the apex predator in adrenaline-pumping 4V1 matches.",Turtle Rock Studios,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/evolve,M,74,Xbox One,2K Games,2015-02-10,Evolve,341,51
6,"Ziggurat is the a combination of First Person Shooter and Rogue-LITE. Assume the role of a newbie sorcerer, and prepare for your rite of passage: Enter the labyrinth and face dangerous challenges to prove your mettle and become a powerful wizard.",Milkstone Studios,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/ziggurat,T,77,Xbox One,Milkstone Studios,2015-03-20,Ziggurat,16,79
4,"Expand your Destiny adventure with a wealth of weapons, armor, and gear earned in new story missions, three new competitive multiplayer arenas, and a new cooperative Strike and Raid. FEATURING:",Bungie,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/destiny-the-dark-below,T,59,Xbox One,Activision,2014-12-09,Destiny: The Dark Below,45,29
7,"Players must explore and survive a valley at the top of the Himalayas in Kyrat after Ajay’s helicopter crashes and leaves him stranded on a dangerous ridge. In order to stay alive, players must capture a camp for shelter and guard it from a mysterious cult. But even if successful against the cult, they must keep a lookout for the fabled and extremely dangerous yetis that populate the territory. [Ubisoft]",Ubisoft Montreal,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/far-cry-4-valley-of-the-yetis,M,76,Xbox One,Ubisoft,2015-03-10,Far Cry 4: Valley of the Yetis,17,76
7,"Four brand new multiplayer maps. They are named: Perplex, Site 244, Climate, and Chop Shop. ""Exo Zombies Map 2"" is part 2 of a 4-part unique Zombies experience. After being overrun at the Atlas research facility outbreak, our heroes awaken to find that the infection has spread and mutated the surrounding town. Before they can get any answers, they’ll have to fight their way out. New Bonus Weapons: The OHM directed energy hybrid weapon can switch between an LMG and Shotgun on the fly. Also included is the OHM-Werewolf custom variant.",Sledgehammer Games,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/call-of-duty-advanced-warfare---ascendance,M,75,Xbox One,Activision,2015-03-31,Call of Duty: Advanced Warfare - Ascendance,18,68
23,"It's 1946 and the Nazis are on the verge of winning WWII. In attmepting to turn the tide in the allies’ favor, B.J. Blazkowicz has to embark on an epic, two-part mission deep within Bavaria… Part one of Wolfenstein: The Old Blood - Rudi Jäger and the Den of Wolves - pits BJ Blazkowicz against a notorious prison warden as he breaks into Castle Wolfenstein in an attempt to steal the coordinates to General Deathshead’s compound. In the second part – The Dark Secrets of Helga Von Schabbs – our hero's search for the coordinates leads him to the city of Wulfburg where an obsessed Nazi archaeologist is exhuming enigmatic artifacts that threaten to unleash a dark and ancient power.",MachineGames,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/wolfenstein-the-old-blood,M,75,Xbox One,Bethesda Softworks,2015-05-05,Wolfenstein: The Old Blood,111,79
13,"Tower of Guns is a first-person shooter for gamers who simply want to arm themselves with the biggest guns imaginable, dispatching a whole array of enemies and perils in a tsunami of bullets, battle massive bosses, upgrade abilities and modify gear to make themselves the ultimate force. Whenever the gamer dies, she returns to the beginning of the challenge, only stronger and better-equipped than before, ready to face varying level layouts and enemies, keeping the action fresh and challenging.",Terrible Posture Games,Xbox One First-Person Games,Sci-Fi,http://www.metacritic.com/game/xbox-one/tower-of-guns,E10+,71,Xbox One,Grip Games,2015-04-10,Tower of Guns,15,75
11,"Battle your way to Supremacy, the third downloadable content pack for Call of Duty: Advanced Warfare: - Four iconic locations take the fierce MP competition around the world from the Atlas training grounds to Russia, England and Greece. - The Exo Grapple Playlist returns with its strategic movement capability and deadly grapple secondary weapon. - Part Three of the Exo Zombies saga: Carrier introduces a new celebrity playable character, devastating advanced weaponry, Atlas strike teams, Sentinel support squads and a host of new zombie enemies.",NA,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/call-of-duty-advanced-warfare---supremacy,NA,71,Xbox One,Activision,2015-06-02,Call of Duty: Advanced Warfare - Supremacy,13,64
4,"Expand your Destiny adventure with a myriad of weapons, armor, and gear to earn in new story missions, 3 new competitive multiplayer maps, and a new cooperative Strike. Expansion II introduces a new competitive elimination mode in the Crucible and an all-new arena activity – The Prison of Elders. The Reef is open. Join the Awoken and hunt down the Fallen rising against us.",Bungie,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/destiny-house-of-wolves,T,71,Xbox One,Activision,2015-05-19,Destiny: House of Wolves,54,40
17,"Payday 2 is an action-packed, four-player co-op heist shooter that once again lets gamers don the masks of the original Payday crew - Dallas, Hoxton, Wolf and Chains. The new CrimeNet network offers a huge range of dynamic contracts and players are free to choose anything from small-time convenience store hits or kidnappings, to cyber-crime or emptying out bank vaults. As the crew progresses the jobs become bigger, better and more rewarding. Along with earning more money and becoming a legendary criminal comes a new character customization and crafting system that lets crews build and customize their own guns and gear.",Overkill Software,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/payday-2-crimewave-edition,M,65,Xbox One,505 Games,2015-06-16,Payday 2: Crimewave Edition,86,33
7,"Brace yourself for Reckoning, the final DLC pack for Call of Duty: Advanced Warfare. Grapple your way out of ship-fired missile strikes, avoid plasma lamp explosions and boost jump off crumbling glaciers in four all-new MP maps. The conclusion of the Exo Zombies saga: Descent introduces a remote ocean Atlas survival facility, new “fused” zombie enemies, and the Trident Reflected Energy Weapon. Discover the true cause of the global pandemic and the terrible secret that Atlas has been hiding. [Activision]",Sledgehammer Games,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/call-of-duty-advanced-warfare---reckoning,NA,75,Xbox One,Activision,2015-08-04,Call of Duty: Advanced Warfare - Reckoning,12,58
18,"ZombiU thrusts players in the middle of London circa 2012, where an outbreak has infected the population, destroying their humanity and turning them into mindless monsters preying on the flesh of the few remaining survivors. This fear-fueled first-person shooter invites takes all the horror, chaos and tension found in the best of the horror genre and adds original interactive elements, including a unique death mechanic that puts players in the body of a different survivor each time they die, allowing them to track and take down their old, infected characters, recover  their equipment and see if they can stay alive just a little bit longer this time.","Ubisoft Montpellier, Straight Right",Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/zombi,M,72,Xbox One,Ubisoft,2015-08-18,Zombi,51,62
4,Bedlam is a unique FPS game based on a novel of the same name by cult Scottish author Christopher Brookmyre.,RedBedlam,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/christopher-brookmyres-bedlam,M,59,Xbox One,Vision Game Publishing Limited,2015-10-16,Christopher Brookmyre's Bedlam,NA,NA
11,"To battle the Darkness and the Taken army, players get brand new subclasses with new supers. Warlocks now harness the power of an electric storm, Hunters carve a bow formed from gravitational void energy, and Titans summon a flaming hammer that can sear their adversaries from a range or deliver a devastating melee impact.","Bungie Software, Bungie",Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/destiny-the-taken-king,T,89,Xbox One,Activision,2015-09-15,Destiny: The Taken King,402,52
32,"In single player, Titanfall 2 delivers a crafted experience that explores the unique bond between man and machine. Playable offline, the single player campaign in Titanfall 2 lets fans step out onto The Frontier as a Militia rifleman with aspirations of becoming an elite Pilot. Stranded behind enemy lines and facing overwhelming odds, players must team up with a veteran Titan to uphold a mission they were never meant to carry out. In multiplayer, Respawn is continuing to evolve their gameplay to provide a more robust experience that delivers expanded depth and variety that includes six new Titans, deeper Pilot abilities, more customization options, and a robust progression system that is sure to satisfy fans. [Electronic Arts]",Respawn Entertainment,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/titanfall-2,M,87,Xbox One,Electronic Arts,2016-10-28,Titanfall 2,338,82
18,"Infinite Warfare is the first game in the franchise to venture beyond the reaches of Earth, framing a plausible future war in our solar system.  Infinite Warfare also introduces an original cooperative Zombies mode that takes players on a wild ride through a new storyline with unique gameplay features and mechanics. [Infinity Ward]",Infinity Ward,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/call-of-duty-infinite-warfare,M,78,Xbox One,Activision,2016-11-04,Call of Duty: Infinite Warfare,367,34
7,A sci-fi horror first-person shooter set aboard a derelict colonization spaceship. Stand up to the challenge as an elite soldier and try to seize control of the monster-infested ship.,"BadFly Interactive, a.s, BadFly Interactive",Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/dead-effect-2,M,56,Xbox One,"BadFly Interactive, a.s",2017-01-13,Dead Effect 2,6,58
7,"Nevermind ushers you into dark and surreal worlds within the minds of trauma victims. When played with an (optional) biofeedback sensor, Nevermind senses your fear - lashing out if you allow your feelings of anxiety to get the better of you. Can you brave the terrors within Nevermind...and yourself?",Flying Mollusk,Xbox One First-Person Games,Action Adventure,http://www.metacritic.com/game/xbox-one/nevermind,M,65,Xbox One,Flying Mollusk,2017-01-11,Nevermind,NA,NA
6,"Call of Duty: Modern Warfare is back, remastered in true high-definition, featuring improved textures, physically based rendering, high-dynamic range lighting and much more. Relive one of the most iconic campaigns in history, as you are transported around the globe, including fan favorite missions ""All Ghillied Up,"" ""Mile High Club,"" and ""Crew Expendable."" You'll suit up as unforgettable characters Sgt. John ""Soap"" MacTavish, Capt. John Price and more, as you battle a rogue enemy group across global hot spots from Eastern Europe and rural Russia, all the way to the Middle East. Through an engaging narrative full of twists and turns, call on sophisticated technology and superior firepower as you coordinate land and air strikes on a battlefield where speed and accuracy are essential to victory.  Additionally, team up with your friends in the online mode that redefined Call of Duty by introducing kill streaks, XP, Prestige and more in customizable, classic multiplayer modes.",Infinity Ward,Xbox One First-Person Games,Arcade,http://www.metacritic.com/game/xbox-one/call-of-duty-modern-warfare-remastered,M,89,Xbox One,Activision,2016-11-04,Call of Duty: Modern Warfare Remastered,101,59
4,"Sylvio is a psychological horror game set in a tranquil, disturbing atmosphere. Ghost recorder Juliette Waters trespasses into an abandoned family park, shut down since a landslide in 1971. The voices of the deceased captured on her reel-to-reel recorder reveals a tale of an evil curse and a wicked family cult, currently living in the park.",Stroboskop,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/sylvio,T,63,Xbox One,Stroboskop,2017-01-13,Sylvio,NA,NA
10,Verdun is a squad based multiplayer first person shooter set in the first world war. Inspired by the infamous battle of Verdun in 1916 players are able to take part in never seen before WWI action. Made by 3 indie developers from BlackMill and M2H.,"M2H, Blackmill Games",Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/verdun,M,46,Xbox One,M2H,2017-03-08,Verdun,23,60
18,"Welcome to Italy, 1943.",Rebellion,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/sniper-elite-4,M,81,Xbox One,Sold Out,2017-02-14,Sniper Elite 4,49,73
6,"NEW MAP: VERDUN HEIGHTS - The opening barrage of the Battle of Verdun created massive forest fires in which players will fight for domination. This is an uphill battle towards the massive fortresses of Verdun. A constant grinding struggle where the artillery never stops. Where the forge and “the Devil’s Anvil” continues to consume even the bravest combatants. NEW MAP: FORT DE VAUX - The first big engagement inside a fort during World War 1 takes place in the dark underworld of Fort de Vaux. Down in the maze of dark galleries and wet stone corridors, French and Germans fight ferociously with grenades, guns, bayonets, and flamethrowers. Watch your corners. NEW MAP: SOISSONS - Take part in one of the biggest tank assaults of World War 1. The French 10th Army moves to take back Soissons using their powerful Saint Chamond tanks. Planes, tanks, and infantry clash in the beautiful French countryside in the early hours of a hot summer day. Only the thunderstorm is louder than the war. NEW MAP: RUPTURE - In dire need to capture key bridges across the Aisne river, the French find themselves back into battlefields where poppies grow over a rusty wreck from previous tank battles. It might seem calm but this maze of steel beasts provides an excellent place for those who plan an ambush. As the sun sets over Fontenoy, the battle wakes up. [Electronic Arts]",EA DICE,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/battlefield-1-they-shall-not-pass,NA,83,Xbox One,Electronic Arts,2017-03-14,Battlefield 1: They Shall Not Pass,9,87
13,"Step into the boots of Grayson Hunt after a crash landing on an abandoned resort planet forces him to make a hard choice: survival or revenge. An exiled member of the elite assassin group Dead Echo, Graysons blind desire for vengeance finds his crew stranded on Stygia where he can finally confront the commander behind his betrayalor get his team off the planet alive.",People Can Fly,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/bulletstorm-full-clip-edition,M,82,Xbox One,Epic Games,2017-04-07,Bulletstorm: Full Clip Edition,18,71
4,"Be prepared to be transported to a reality of dreams and nightmares. What will you discover about yourself in this journey through the subconscious? In these realms of the unknown, you must travel through labyrinths of memories to eventually find your way to your own truth.",Skobbejak Games,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/n-verlore-verstand,E,57,Xbox One,Skobbejak Games,2017-04-21,'n Verlore Verstand,NA,NA
22,"You awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject in an experiment meant to change humanity forever – but things have gone terribly wrong. The space station has been overrun by hostile aliens and you are now being hunted. As you delve into the dark secrets of Talos I and your own past, you have to survive using the tools found on the station, your wits, weapons, and mind-bending abilities. [Bethesda Softworks]",Arkane Studios,Xbox One First-Person Games,General,http://www.metacritic.com/game/xbox-one/prey,M,84,Xbox One,Bethesda Softworks,2017-05-05,Prey,211,78
11,A first person narrative horror adventure that puts players in the shoes of a young blind woman who must use her extraordinary hearing and razor-sharp wits to solve mysteries and escape a deadly presence.,The Deep End Games,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/perception,M,61,Xbox One,The Deep End Games,2017-06-06,Perception,12,69
12,Go behind enemy lines with the ultimate modern military shooter. Choose your missions across an unforgiven open world.,City Interactive,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/sniper-ghost-warrior-3,M,57,Xbox One,City Interactive,2017-04-25,Sniper: Ghost Warrior 3,93,62
12,"Shadow Warrior 2 is the evolution of Flying Wild Hog’s offbeat first-person shooter following the further misadventures of former corporate shogun Lo Wang. Now surviving as a reclusive mercenary on the edge of a corrupted world, the formidable warrior must again wield a devastating combination of guns, blades, magic and wit to strike down the demonic legions overwhelming the world. Battle alongside allies online in four-player co-op or go it alone in spectacular procedurally-generated landscapes to complete daring missions and collect powerful new weapons, armor, and arcane relics of legend.",Flying Wild Hog,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/shadow-warrior-2,M,78,Xbox One,Devolver Digital,2017-05-19,Shadow Warrior 2,10,65
12,What Remains of Edith Finch is a collection of short stories about a cursed family in Washington State.,Giant Sparrow,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/what-remains-of-edith-finch,T,92,Xbox One,Annapurna Interactive,2017-07-19,What Remains of Edith Finch,58,73
13,"Journey through the eyes of Renée, a 16-year-old girl who suffers from the symptoms of mental illness. She is searching for answers to the many questions from her past, while exploring the place where she spent most of her youth. Guide Renée through a dark and emotional journey where the lines between entertainment, storytelling, and reality blur.","LKA Interactive, LKA",Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/the-town-of-light,M,60,Xbox One,Wired Productions,2017-06-06,The Town of Light,15,69
5,DeadCore is a Platformer-FPS blending exploration and speedrun. Become immersed in a futuristic and dreamlike adventure which will see you climb a huge Tower born from the void and truly put your capabilities to the test. Will you be able to reveal the secrets that lie beneath this fog-ridden world?,Grip Games,Xbox One First-Person Games,Action,http://www.metacritic.com/game/xbox-one/deadcore,E,69,Xbox One,Grip Games,2017-07-14,DeadCore,NA,NA
7,"Narrated by one of the most popular British actors, Sean Bean and powered by Unreal Engine 4, Kholat is an exploration adventure game with elements of horror, inspired by a true event known as the Dyatlov Pass incident -- a mysterious death of nine Russian hikers, which led to countless, unconfirmed hypotheses. The player will plunge directly into the boundless scenery of the inhospitable Ural Mountains with the task to find out what really happened. In the course of events, you may come across more speculations than expected...",IMGN.PRO,Xbox One First-Person Games,Adventure,http://www.metacritic.com/game/xbox-one/kholat,T,54,Xbox One,IMGN.PRO,2017-06-09,Kholat,NA,NA
